City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max. Temp.,Wind Speed
Shubarkuduk,74,KZ,1574563413,95,49.15,56.49,13.69,8.25
Sinait,75,PH,1574563283,78,17.87,120.46,82.4,3.36
Atbasar,100,KZ,1574563414,95,51.81,68.36,9.21,8.39
Port Lincoln,0,AU,1574563414,23,-34.72,135.86,76.69,1.1
Barcelona,100,ES,1574563414,54,41.38,2.18,55.0,4.7
Povenets,98,RU,1574563414,74,62.85,34.83,23.09,5.35
Kihei,40,US,1574563188,57,20.76,-156.45,80.6,19.46
Pierre,1,US,1574563415,45,44.37,-100.35,42.8,10.29
Ancud,90,CL,1574563415,93,-41.87,-73.83,51.8,10.29
Ust-Kut,100,RU,1574563415,92,56.78,105.75,10.27,12.5
Novikovo,0,RU,1574563415,60,51.15,37.89,18.66,10.83
Huangnihe,100,CN,1574563416,84,43.56,128.02,20.37,14.34
Kralendijk,0,BQ,1574563416,83,12.15,-68.27,78.8,5.82
Ishinomaki,75,JP,1574563416,93,38.42,141.3,59.0,3.36
Horomerice,90,CZ,1574563416,87,50.13,14.34,44.6,8.05
Fortuna,1,US,1574563416,93,40.6,-124.16,48.2,3.36
Biltine,15,TD,1574563417,17,14.53,20.93,72.84,11.41
Itoman,75,JP,1574563417,88,26.12,127.67,80.6,9.17
La Romana,40,DO,1574563372,94,18.43,-68.97,78.8,6.64
Ostrovnoy,100,RU,1574563189,93,68.05,39.51,26.35,16.33
Lancaster,90,US,1574563279,93,40.04,-76.31,39.0,10.2
Aleksandrovskoye,75,RU,1574562988,84,56.74,85.39,5.0,15.66
Swift Current,1,CA,1574563292,74,50.29,-107.8,37.4,19.46
Gravdal,100,NO,1574563374,81,59.79,5.78,45.0,4.7
Vegachi,99,CO,1574563418,99,6.76,-74.79,64.42,1.59
Egvekinot,0,RU,1574563407,78,66.32,-179.17,-8.77,3.2
Garissa,100,KE,1574563419,86,-0.46,39.64,75.56,8.34
Kaka,97,TM,1574563420,93,37.35,59.62,22.51,2.17
Longonjo,100,AO,1574563420,86,-12.91,15.25,62.46,4.07
Methoni,60,GR,1574563420,81,36.82,21.7,59.0,3.36
Tomatlan,46,MX,1574563363,97,19.93,-105.25,70.86,1.61
Albury,0,AU,1574563132,19,-36.08,146.92,84.99,5.82
Xam Nua,82,LA,1574562916,67,20.42,104.04,70.43,2.26
Darnah,32,LY,1574563421,75,32.77,22.64,68.34,18.19
Podgornoye,100,RU,1574563421,94,57.79,82.64,3.94,6.93
Cidreira,22,BR,1574562918,63,-30.17,-50.22,66.27,14.54
Shimanovsk,0,RU,1574563422,78,52.0,127.67,-1.12,7.94
Sakaiminato,75,JP,1574563422,72,35.55,133.23,60.8,3.36
Gambo,100,CF,1574563422,99,4.65,22.26,68.25,2.42
Shymkent,90,KZ,1574563422,86,42.31,69.59,30.2,2.24
Matay,0,EG,1574563422,70,28.42,30.79,55.94,7.11
Ambon,90,FR,1574563423,100,47.55,-2.56,51.01,1.23
Faya,0,SA,1574563423,93,18.39,42.45,57.2,3.27
Port Keats,0,AU,1574563423,52,-14.25,129.55,93.34,15.75
Shepsi,0,RU,1574563423,62,44.04,39.15,53.55,7.34
Kamenka,95,MD,1574563423,75,48.03,28.7,25.0,8.19
Hokitika,87,NZ,1574563423,93,-42.72,170.96,57.7,12.73
Taitung,75,TW,1574563424,88,22.76,121.15,80.6,6.93
Sarvar,0,HU,1574563424,93,47.25,16.94,39.99,8.43
Pisco,90,PE,1574563380,88,-13.71,-76.2,68.0,14.99
Lima,75,PE,1574563173,88,-12.06,-77.04,68.0,16.11
Havoysund,98,NO,1574563424,86,71.0,24.66,37.4,17.22
Kulhudhuffushi,1,MV,1574563425,77,6.62,73.07,83.98,19.98
Promyshlennovskiy,40,RU,1574563425,71,55.48,86.2,5.0,8.95
Songea,100,TZ,1574563425,94,-10.68,35.65,66.34,2.55
Burnie,69,AU,1574563425,52,-41.05,145.91,64.99,8.99
Kanel,0,SN,1574563425,24,15.49,-13.18,78.12,7.49
Grand-Santi,4,GF,1574563425,97,4.27,-54.38,73.69,2.13
Oksbol,100,DK,1574563426,87,55.63,8.29,46.99,12.75
Sonoita,20,US,1574563426,57,31.68,-110.66,60.01,3.36
Batouri,95,CM,1574563426,78,4.44,14.36,67.44,0.72
Sorada,0,IN,1574563426,62,19.76,84.43,73.13,1.48
Mujiayingzi,1,CN,1574562920,28,42.12,118.78,21.24,20.56
Togur,100,RU,1574563427,95,58.36,82.83,4.86,6.38
Koslan,76,RU,1574563427,96,63.46,48.9,13.17,4.36
Saint Cloud,40,US,1574563427,80,45.56,-94.16,36.0,8.14
Salinopolis,17,BR,1574563427,79,-0.61,-47.36,82.15,14.52
Turukhansk,0,RU,1574563427,88,65.8,87.96,-16.74,3.96
Henties Bay,3,NA,1574563428,86,-22.12,14.28,57.99,2.57
Meulaboh,83,ID,1574563057,80,4.14,96.13,80.89,7.96
Basco,1,US,1574563428,80,40.33,-91.2,39.0,9.17
Bondo,94,CD,1574563428,99,3.81,23.69,66.96,2.35
Havelock,90,US,1574563160,87,34.88,-76.9,66.2,4.7
Tessalit,0,ML,1574562988,9,20.2,1.01,65.14,4.68
Sabancuy,56,MX,1574563429,91,18.97,-91.18,74.61,3.36
Mount Isa,0,AU,1574563429,14,-20.73,139.49,100.4,16.11
Narsaq,51,GL,1574563429,49,60.91,-46.05,23.0,3.36
Grand Gaube,75,MU,1574563126,88,-20.01,57.66,78.01,6.73
Nampa,97,US,1574563291,64,43.57,-116.56,39.0,6.08
Strelka,100,RU,1574563430,93,58.08,93.03,6.71,10.31
Klaksvik,100,FO,1574563430,76,62.23,-6.59,48.2,11.41
Qasigiannguit,100,GL,1574563338,47,68.82,-51.19,37.4,14.99
Ust-Karsk,0,RU,1574563431,80,52.71,118.82,-4.74,4.76
Ypsonas,20,CY,1574563431,50,34.69,32.96,57.2,4.7
Alta Floresta,78,BR,1574563431,98,-9.87,-56.08,70.84,4.14
Clyde River,75,CA,1574562987,79,70.47,-68.59,24.8,12.75
Kirkwall,100,GB,1574563431,93,58.98,-2.96,48.2,16.11
Port Hedland,62,AU,1574563432,17,-20.31,118.58,100.4,5.82
Lincoln,77,GB,1574563254,100,53.23,-0.54,48.2,1.12
Amarillo,1,US,1574563432,56,35.21,-101.83,44.01,6.93
Takoradi,0,GH,1574563433,83,4.89,-1.75,80.38,6.44
Gaoual,0,GN,1574563433,39,11.75,-13.2,74.05,2.86
Fereydun Kenar,51,IR,1574563433,86,36.69,52.52,41.0,6.93
Bogande,0,BF,1574563433,21,12.97,-0.14,77.63,6.82
Los Llanos de Aridane,1,ES,1574562846,72,28.66,-17.92,68.0,6.93
Kutum,3,SD,1574563433,28,14.2,24.66,60.69,4.74
Vila Velha,75,BR,1574562848,78,-3.71,-38.6,86.0,8.05
Metro,39,ID,1574563434,46,-5.11,105.31,92.1,1.81
Ibra,7,OM,1574563434,66,22.69,58.55,68.36,6.15
Linxia,100,CN,1574563434,73,35.6,103.21,22.98,5.5
Ha Giang,99,VN,1574563434,93,22.83,104.99,64.62,4.14
Wanning,8,AT,1574563435,81,48.64,13.53,50.0,12.75
Cabra,24,ES,1574563435,87,37.47,-4.43,46.0,3.36
Saint-Augustin,5,CA,1574562846,90,45.63,-73.98,32.0,6.93
Verkhnyaya Inta,95,RU,1574563435,97,65.99,60.32,23.74,7.92
Katherine,0,AU,1574563436,32,-14.47,132.26,95.0,5.82
Iquitos,75,PE,1574563436,94,-3.75,-73.25,71.6,2.24
Liepaja,94,LV,1574563436,80,56.52,21.02,30.2,9.17
High Level,5,CA,1574563355,59,58.52,-117.13,35.6,5.82
Sambava,100,MG,1574563191,93,-14.27,50.17,75.54,0.54
Taloqan,100,AF,1574563437,94,36.74,69.54,30.7,3.09
Muravlenko,75,RU,1574563437,98,63.79,74.5,-12.93,8.21
San Carlos de Bariloche,75,AR,1574563437,71,-41.13,-71.31,53.6,18.34
Mgachi,100,RU,1574563437,80,51.05,142.27,20.05,8.95
Santa Luzia,75,BR,1574563437,94,-19.77,-43.85,68.0,4.7
Puerto Madryn,75,AR,1574563438,45,-42.77,-65.04,64.4,18.34
Broken Hill,0,AU,1574563438,19,-31.97,141.45,80.6,6.93
Nuuk,100,GL,1574563438,60,64.17,-51.74,39.2,32.21
Dicabisagan,72,PH,1574563438,82,17.08,122.42,80.58,9.1
Kitaibaraki,75,JP,1574563438,100,36.84,140.74,68.0,6.93
Gwanda,100,ZW,1574563439,84,-20.94,29.0,69.26,6.96
Danville,1,US,1574563361,50,37.82,-122.0,60.01,5.82
Buala,100,SB,1574563122,61,-8.15,159.59,85.41,2.68
Okhotsk,100,RU,1574563439,69,59.36,143.24,7.02,26.17
Tando Muhammad Khan,38,PK,1574563439,46,25.12,68.53,72.03,10.33
Matagami,0,NG,1574563181,33,9.67,8.4,70.61,3.13
Byron Bay,0,AU,1574562918,57,-28.65,153.62,89.6,25.28
Nizhniy Tsasuchey,0,RU,1574563440,61,50.52,115.13,6.12,14.58
Lamar,1,US,1574563365,86,38.09,-102.62,28.4,9.17
Baghdad,23,IQ,1574563441,32,33.3,44.38,48.2,2.24
Namikupa,100,MZ,1574563441,98,-10.84,39.63,73.18,1.1
Maumere,0,ID,1574563441,66,-8.63,122.22,83.91,6.46
Tual,89,ID,1574563441,68,-5.67,132.75,83.57,6.98
Bartica,20,GY,1574563441,100,6.41,-58.62,75.2,2.24
Koundara,0,GN,1574563442,31,12.49,-13.3,75.94,1.54
Xuanzhou,64,CN,1574563442,59,30.95,118.78,69.82,6.38
Ancona,1,US,1574563442,82,41.04,-88.87,35.01,10.29
Kiyevskoye,0,RU,1574563442,79,45.04,37.89,24.8,11.18
Uglegorsk,100,RU,1574563442,54,49.08,142.06,30.85,18.61
Uruzgan,98,AF,1574563442,50,32.93,66.63,32.72,3.76
Hovd,0,NO,1574562916,87,63.83,10.7,43.0,9.17
Shieli,100,KZ,1574563443,48,44.18,66.74,23.29,3.2
Pingliang,100,CN,1574563443,38,35.54,106.68,24.39,7.47
Spasskoye,78,RU,1574563443,44,55.86,45.7,17.8,5.26
Shingu,75,JP,1574563443,82,33.72,135.99,66.2,5.82
Kudahuvadhoo,91,MV,1574563444,78,2.67,72.89,83.48,12.08
Walvis Bay,0,NA,1574563055,86,-22.95,14.51,57.99,13.44
Coquimbo,0,CL,1574563301,77,-29.95,-71.34,60.8,2.24
Smirnykh,100,RU,1574563444,59,49.74,142.83,30.96,2.55
Christchurch,100,NZ,1574563195,35,-43.53,172.64,84.2,12.75
Zhuzhou,100,CN,1574563444,64,27.84,113.15,69.8,4.47
Halifax,5,CA,1574563423,68,44.65,-63.58,34.0,17.22
Curuguaty,0,PY,1574563445,62,-24.47,-55.69,76.89,6.51
Geraldton,90,CA,1574562986,100,49.72,-86.95,28.4,5.82
Vung Tau,44,VN,1574563445,68,10.35,107.08,84.88,3.04
Zhigansk,100,RU,1574563446,96,66.77,123.37,-18.26,7.02
Baiyin,100,CN,1574563446,38,36.55,104.13,23.0,2.24
Namibe,31,AO,1574563446,69,-15.19,12.15,71.38,8.01
